transaction_id,customer_id,timestamp,amount,merchant_category,channel,home_lat,home_lon,txn_lat,txn_lon,customer_age,account_tenure_months,avg_amount_30d,is_foreign_txn,is_fraud
29,4912,2025-09-01 06:24:39,282.73,gas_station,card_present,24.3927,78.30755,25.05164,77.23228,44,18,473.16,0,0
30,5437,2025-09-01 06:27:27,391.66,grocery,atm_withdrawal,12.05209,86.31725,12.08557,85.87689,30,76,960.23,0,0
31,6772,2025-09-01 06:31:00,722.61,restaurant,card_present,9.74486,82.02616,9.24933,82.02682,62,10,1386.39,0,0
32,5968,2025-09-01 06:34:11,567.13,restaurant,card_present,29.45949,85.46305,28.88485,85.46351,36,43,1800.21,0,0
33,7839,2025-09-01 06:35:33,1292.46,online_retail,online,17.27269,72.92949,17.06505,73.00672,41,23,606.89,0,0
34,6963,2025-09-01 06:38:25,777.93,gas_station,online,11.95815,94.2864,7.81964,95.94033,35,12,1869.86,0,0
35,1345,2025-09-01 06:39:52,535.15,healthcare,card_present,14.09852,84.67313,14.55171,84.55949,25,78,491.1,0,0
36,5961,2025-09-01 06:40:14,602.68,grocery,online,27.85254,71.85826,28.36966,71.91616,33,80,837.18,0,0
37,6201,2025-09-01 06:40:31,62.68,gas_station,card_present,10.33583,80.41606,10.24116,80.38658,55,17,307.43,0,0
38,3030,2025-09-01 06:41:37,205.79,gas_station,card_present,16.39209,81.13798,16.50972,81.34803,41,8,1671.67,0,0
39,5901,2025-09-01 06:42:15,790.17,gas_station,card_present,25.54819,89.56265,25.51189,88.61621,38,42,1819.81,0,0
40,5544,2025-09-01 06:43:15,209.56,gas_station,online,31.58532,87.80558,31.48489,87.60413,23,31,654.92,0,0
41,5183,2025-09-01 06:46:40,212.82,online_retail,online,29.32288,85.99441,29.55622,85.80125,37,4,453.32,0,0
42,4939,2025-09-01 06:51:27,1264.34,grocery,atm_withdrawal,21.74017,87.14195,22.39354,86.81711,46,1,1030.65,0,0
43,3929,2025-09-01 06:51:30,410.42,grocery,card_present,12.3865,87.44969,11.97704,87.00623,20,1,1275.22,0,0
44,4580,2025-09-01 06:56:02,815.33,gas_station,card_present,13.05368,80.1487,12.92254,80.20436,47,36,1106.31,0,0
45,2942,2025-09-01 07:00:00,542.83,gas_station,card_present,29.38874,84.18071,29.85984,85.00768,53,8,1125.0,0,0
46,3980,2025-09-01 07:00:45,608.2,online_retail,online,22.10977,93.62147,22.4232,93.68496,47,10,556.23,1,0
47,108,2025-09-01 07:01:08,681.7,gas_station,card_present,26.31055,70.24823,26.38893,69.92322,33,66,796.25,0,0
48,1828,2025-09-01 07:02:06,411.79,restaurant,online,17.42705,76.77225,17.49777,77.07941,56,17,810.07,0,0
49,1435,2025-09-01 07:03:41,380.33,entertainment,online,27.46687,72.55849,28.13254,73.02709,40,7,663.96,0,0
50,926,2025-09-01 07:03:42,643.23,utilities,card_present,32.42974,92.40654,37.0,97.20265,60,1,896.89,0,0
51,1468,2025-09-01 07:05:15,1070.14,online_retail,card_present,18.76804,73.34821,18.1973,74.03179,21,5,492.51,0,0
52,5640,2025-09-01 07:05:38,838.19,entertainment,card_present,23.97999,92.75738,23.71219,92.26578,45,8,1431.6,0,0
53,4501,2025-09-01 07:09:34,1443.01,online_retail,online,26.54887,88.21253,25.99463,87.92814,20,4,1281.72,0,0
54,3953,2025-09-01 07:09:46,208.39,utilities,card_present,28.8383,87.95628,28.3956,88.67982,37,47,1083.95,0,0
55,7696,2025-09-01 07:09:47,1715.49,online_retail,card_present,27.6979,74.6309,27.68775,74.59891,49,4,938.49,0,0
56,1841,2025-09-01 07:11:15,439.63,restaurant,card_present,26.90116,74.28548,31.41909,67.54641,30,3,605.68,0,0
57,3199,2025-09-01 07:14:46,1809.55,gift_cards,online,20.54242,95.88137,20.27128,96.5677,50,87,1518.19,0,0
58,3887,2025-09-01 07:15:40,1730.35,online_retail,online,29.24264,82.11145,29.0393,81.90271,26,79,1697.62,0,0
59,5042,2025-09-01 07:16:41,1008.58,online_retail,card_present,11.51965,86.58227,12.05504,86.83889,28,14,1555.05,0,0
60,554,2025-09-01 07:17:31,795.76,grocery,card_present,20.63885,73.11018,21.36538,73.62953,62,23,1062.49,0,0
61,7564,2025-09-01 07:19:25,3306.76,electronics,online,23.39826,81.55828,23.47522,81.47789,33,3,948.34,0,0
62,3892,2025-09-01 07:20:16,3594.11,electronics,card_present,11.17719,79.11837,11.69342,79.28533,21,116,850.57,0,0
63,1006,2025-09-01 07:25:08,537.82,utilities,card_present,14.10211,90.57551,14.05906,91.08912,42,1,1427.44,0,0
64,6420,2025-09-01 07:25:36,1902.4,travel,card_present,14.6872,75.60045,15.11999,75.72868,36,12,1169.91,0,0
65,7999,2025-09-01 07:26:17,119.87,entertainment,online,20.05139,79.57887,16.91834,76.20497,43,6,391.12,0,0
66,837,2025-09-01 07:28:36,729.39,entertainment,card_present,15.34964,86.62983,15.50794,85.90299,34,38,1131.0,0,0
67,2246,2025-09-01 07:31:25,1353.62,online_retail,card_present,28.17233,89.40623,27.64304,89.70136,30,76,2130.93,0,0
68,1291,2025-09-01 07:34:48,1790.42,healthcare,atm_withdrawal,18.82431,87.95818,19.33502,88.34607,40,67,1431.55,0,0
69,872,2025-09-01 07:35:50,102.07,entertainment,card_present,28.90426,90.11486,25.44938,89.12464,25,37,349.69,0,0
70,5817,2025-09-01 07:38:30,236.17,grocery,card_present,27.355,88.13488,26.86943,87.60698,41,7,403.78,0,0
71,4452,2025-09-01 07:50:20,185.18,grocery,card_present,17.42582,73.83727,16.97013,73.81621,35,12,1123.22,0,0
72,6609,2025-09-01 07:51:43,2113.21,travel,card_present,17.51961,71.81252,17.60559,71.89006,45,13,739.1,0,0
73,4656,2025-09-01 07:58:21,1041.33,entertainment,online,27.4729,93.39646,27.16797,93.21039,36,17,1818.01,0,0
74,6413,2025-09-01 08:02:26,133.55,grocery,online,11.81629,89.67771,12.19095,90.0838,25,50,595.48,0,0
75,2453,2025-09-01 08:03:02,118.36,grocery,card_present,17.74942,74.02651,17.82076,73.74822,44,4,333.13,0,0
76,7696,2025-09-01 08:08:27,519.92,grocery,card_present,27.6979,74.6309,28.34217,74.39149,49,4,938.49,0,0
77,5483,2025-09-01 08:11:06,826.56,healthcare,card_present,32.53855,91.14347,32.21216,90.92926,38,35,824.27,1,0
78,6403,2025-09-01 08:17:06,120.39,grocery,card_present,26.24919,78.31564,26.157,78.91786,38,1,347.21,0,0
79,5883,2025-09-01 08:18:11,691.13,grocery,online,26.28639,90.56348,26.52727,90.63258,37,76,791.79,0,0
80,2882,2025-09-01 08:18:31,1327.78,online_retail,card_present,19.43761,91.13573,19.41045,91.63364,48,97,1137.38,0,0
81,3580,2025-09-01 08:22:38,517.38,entertainment,online,11.57992,82.83449,11.15813,83.15563,21,92,659.18,0,0
82,7064,2025-09-01 08:23:49,246.44,gas_station,card_present,18.15373,89.20485,18.11025,89.45849,34,15,1536.16,0,0
83,936,2025-09-01 08:23:58,227.95,restaurant,card_present,11.54648,84.49807,11.32465,85.14125,45,26,571.8,0,0
84,1445,2025-09-01 08:25:46,181.58,grocery,card_present,27.08895,74.6978,27.4455,75.59952,36,16,500.06,0,0
85,7475,2025-09-01 08:26:22,213.47,entertainment,online,26.92592,95.11152,27.40916,94.91635,52,45,903.75,0,0
86,6265,2025-09-01 08:34:20,643.85,healthcare,card_present,14.85978,79.92188,14.84605,79.85663,38,6,429.08,0,0
87,7497,2025-09-01 08:34:29,629.72,grocery,card_present,13.73507,95.75161,13.8462,96.07813,34,22,666.14,0,0
88,809,2025-09-01 08:35:15,333.59,grocery,card_present,19.49564,90.3577,19.2254,89.92029,34,22,423.73,0,0
89,5738,2025-09-01 08:35:49,553.67,utilities,card_present,31.25711,82.41351,31.15222,81.79585,45,5,756.78,0,0
90,2075,2025-09-01 08:37:40,294.39,restaurant,card_present,24.97995,85.25156,25.00396,85.07218,38,7,749.8,0,0
91,2509,2025-09-01 08:38:30,452.87,gas_station,card_present,11.00597,95.84245,11.03066,95.33655,48,7,704.84,0,0
92,1638,2025-09-01 08:38:43,10317.74,jewelry,card_present,24.61239,92.74215,21.41189,92.76941,49,70,1462.67,0,0
93,3734,2025-09-01 08:41:41,182.77,gas_station,card_present,10.65044,95.80986,10.33977,96.10547,33,7,930.61,0,0
94,3444,2025-09-01 08:47:46,297.08,grocery,card_present,14.01386,79.48958,14.12046,79.63597,33,26,523.32,0,0
95,3451,2025-09-01 08:53:59,2200.62,online_retail,online,14.27894,83.3453,14.18222,83.27815,19,24,1348.45,0,0
96,4524,2025-09-01 08:57:22,738.82,grocery,card_present,14.46081,72.78297,14.77211,73.17453,38,48,1918.03,0,0
97,3716,2025-09-01 08:58:45,1378.07,online_retail,online,26.86371,92.52185,26.74774,93.12213,27,28,1082.23,0,0
98,954,2025-09-01 09:01:12,546.47,grocery,card_present,27.74961,84.3629,28.03339,84.20009,24,1,654.65,0,0
99,640,2025-09-01 09:02:09,323.53,grocery,card_present,32.716,75.67796,33.14742,75.84438,44,6,1548.12,0,0
100,5807,2025-09-01 09:07:21,1212.17,grocery,card_present,12.96938,72.9611,12.40716,73.27228,26,34,1276.14,0,0
101,4753,2025-09-01 09:08:59,205.61,healthcare,card_present,14.5318,92.36707,14.92585,92.24967,44,25,317.31,0,0
102,5512,2025-09-01 09:09:32,584.31,gift_cards,online,26.5045,72.55547,26.33404,72.87406,38,4,394.29,0,0
103,6282,2025-09-01 09:09:33,1204.86,utilities,card_present,21.28268,79.53622,21.00013,79.26773,68,33,2430.21,0,0
104,7780,2025-09-01 09:10:43,362.02,restaurant,online,11.59564,70.11143,11.60688,70.16256,42,21,480.84,0,0
105,5047,2025-09-01 09:11:30,701.79,grocery,card_present,32.08661,74.37659,32.94926,74.92592,48,4,681.24,0,0
106,5439,2025-09-01 09:14:38,743.33,electronics,card_present,27.09679,74.0474,27.05014,74.30488,41,1,431.36,0,0
107,1850,2025-09-01 09:15:51,1028.8,restaurant,card_present,13.98228,70.19675,13.44686,70.01158,45,75,1884.76,0,0
108,7322,2025-09-01 09:16:54,2295.97,travel,card_present,24.83951,80.92752,24.1882,81.27432,24,40,622.03,0,0
109,592,2025-09-01 09:19:28,723.07,online_retail,card_present,13.81357,94.46624,13.62345,94.53785,40,6,394.02,0,0
110,7150,2025-09-01 09:21:51,319.88,grocery,card_present,29.30284,80.51455,29.06426,80.31802,43,75,1253.8,0,0
111,2985,2025-09-01 09:29:18,582.84,online_retail,online,31.75066,72.93277,30.67048,72.84667,22,5,814.99,0,0
112,2733,2025-09-01 09:30:24,660.81,online_retail,online,12.29372,82.26381,11.61711,81.87649,58,93,655.49,0,0
113,2431,2025-09-01 09:31:39,158.33,grocery,card_present,30.63966,93.86688,30.77761,93.6803,19,17,641.84,0,0
114,1739,2025-09-01 09:34:02,1906.84,grocery,card_present,16.42136,86.47538,16.05808,85.98981,28,1,3337.04,0,0
115,266,2025-09-01 09:34:10,161.78,grocery,card_present,28.58184,79.81221,28.46034,80.54023,50,25,782.44,0,0
116,7622,2025-09-01 09:40:38,378.34,grocery,card_present,24.07984,80.16856,24.02712,80.45723,34,43,378.26,0,0
117,4481,2025-09-01 09:42:55,682.8,restaurant,card_present,30.05436,85.45812,30.18856,85.22141,40,5,1555.09,0,0
118,3735,2025-09-01 09:45:25,619.77,grocery,card_present,21.89891,94.97031,21.56835,95.10129,38,80,906.67,0,0
119,6514,2025-09-01 09:51:02,274.43,online_retail,online,18.4581,71.5738,18.37269,71.61233,36,7,419.03,0,0
120,4388,2025-09-01 09:52:16,618.09,online_retail,card_present,28.78603,95.29671,28.75135,95.19869,45,2,438.3,0,0
121,713,2025-09-01 09:52:45,119.77,grocery,card_present,23.56848,83.64987,23.7808,82.4708,25,15,595.96,0,0
122,7138,2025-09-01 09:53:35,478.37,grocery,card_present,24.65828,71.5243,25.12969,71.65233,31,32,960.13,1,0
123,2764,2025-09-01 09:53:58,1498.0,healthcare,card_present,17.49819,75.62133,17.21427,75.68864,48,54,532.61,0,0
124,4322,2025-09-01 09:55:16,1135.54,online_retail,card_present,21.23774,76.00108,21.20374,76.06948,39,2,787.21,0,0
125,2834,2025-09-01 09:55:51,260.78,gas_station,card_present,22.16138,71.99599,22.43224,72.09943,26,12,645.06,0,0
126,7957,2025-09-01 10:01:09,473.46,entertainment,card_present,30.45295,77.66322,30.41009,77.96927,36,28,796.42,0,0
127,441,2025-09-01 10:05:22,2673.6,online_retail,online,15.42969,73.95059,15.2511,73.20414,35,3,1951.25,0,0
128,7430,2025-09-01 10:05:57,535.93,grocery,card_present,19.33186,79.79106,19.50006,80.03901,50,7,724.46,0,0
129,2575,2025-09-01 10:06:32,439.46,grocery,atm_withdrawal,23.15395,76.46201,23.08787,76.66893,37,14,1117.47,0,0
130,5343,2025-09-01 10:07:29,2103.79,online_retail,online,11.7867,75.65221,12.0692,75.9247,39,41,1246.02,0,0
131,4022,2025-09-01 10:08:13,1041.35,online_retail,online,31.69046,78.53685,31.40054,78.16164,42,6,968.5,0,0
132,183,2025-09-01 10:08:29,553.26,entertainment,online,25.92109,74.93025,26.00128,75.3375,33,2,661.01,0,0
133,5685,2025-09-01 10:10:37,471.63,online_retail,card_present,21.84556,83.84936,21.54762,84.44142,26,15,399.8,0,0
134,3833,2025-09-01 10:11:47,938.9,utilities,card_present,16.19003,74.13077,16.53747,74.25918,35,1,1273.26,0,0
135,3457,2025-09-01 10:15:09,81.46,restaurant,card_present,10.76859,78.011,10.72512,78.5101,40,54,499.0,0,0
136,618,2025-09-01 10:15:53,579.39,gas_station,card_present,17.67425,70.42548,17.80764,70.36562,40,28,1527.45,0,0
137,1238,2025-09-01 10:20:17,505.72,utilities,card_present,32.17868,72.37245,32.1075,72.59204,44,11,1595.73,0,0
138,113,2025-09-01 10:22:33,1900.73,electronics,card_present,10.24181,79.73515,9.83242,79.3226,30,2,977.41,0,0
139,6304,2025-09-01 10:22:48,406.2,restaurant,card_present,32.48735,94.2689,32.4292,93.97813,25,13,1731.92,0,0
140,7046,2025-09-01 10:23:07,715.46,online_retail,card_present,29.26856,82.46412,30.2453,82.90341,39,1,1228.06,0,0
141,6117,2025-09-01 10:23:10,826.63,grocery,card_present,10.42885,87.31488,10.44937,87.11164,22,55,1142.69,0,0
142,335,2025-09-01 10:25:21,3485.14,electronics,card_present,19.32083,75.14369,19.58627,74.83869,38,1,545.43,0,0
143,5634,2025-09-01 10:25:22,318.35,online_retail,card_present,32.40214,80.57669,32.0098,80.92706,49,15,457.88,0,0
144,1864,2025-09-01 10:25:35,788.39,gas_station,card_present,22.34901,82.29649,22.6843,81.57024,50,49,1589.31,0,0
145,6100,2025-09-01 10:28:20,3252.33,electronics,card_present,12.10662,83.95818,12.25198,84.01489,37,12,1365.72,0,0
146,1405,2025-09-01 10:30:15,178.45,grocery,card_present,25.43874,80.7235,25.27319,80.35976,31,47,529.16,0,0
147,1970,2025-09-01 10:30:17,227.3,restaurant,card_present,23.14059,92.74187,23.10929,93.22542,47,1,784.01,0,0
148,6821,2025-09-01 10:32:32,3410.14,gift_cards,card_present,13.16917,93.58346,13.23859,93.72263,36,27,1797.36,0,0
149,4841,2025-09-01 10:33:28,96.65,restaurant,card_present,23.21332,70.36812,23.36501,69.72944,40,23,597.4,0,0
150,5075,2025-09-01 10:35:20,420.97,entertainment,atm_withdrawal,10.36031,75.22196,10.10106,74.8071,52,53,417.12,0,0
151,1970,2025-09-01 10:35:24,871.1,online_retail,online,23.14059,92.74187,23.3141,92.89981,47,1,784.01,0,0
152,4563,2025-09-01 10:39:17,794.91,online_retail,card_present,26.99661,93.14454,26.54427,93.28072,41,29,1437.8,0,0
153,7694,2025-09-01 10:43:29,918.14,grocery,card_present,14.29615,73.23203,14.45696,73.70167,46,7,846.85,0,0
154,4078,2025-09-01 10:48:53,765.05,online_retail,online,17.90746,73.2202,17.76428,73.20397,32,62,925.28,0,0
155,5523,2025-09-01 10:51:20,5772.21,healthcare,card_present,9.63838,75.97483,9.16293,75.61983,28,57,1442.01,0,0
156,7594,2025-09-01 10:52:04,244.79,grocery,card_present,9.58034,75.85385,9.87975,75.84093,32,1,628.22,0,0
157,3447,2025-09-01 10:52:05,308.94,restaurant,card_present,10.1489,80.92441,9.80749,81.58285,32,51,1274.92,0,0
158,7777,2025-09-01 10:54:34,654.74,utilities,atm_withdrawal,29.33433,73.6176,29.19876,73.68587,68,24,1144.54,0,0
159,4270,2025-09-01 10:54:43,166.69,restaurant,card_present,28.76879,79.71177,28.55181,79.93262,35,28,579.59,0,0
160,3540,2025-09-01 10:56:18,77.35,gas_station,card_present,14.87807,80.10775,15.38203,80.78054,28,16,363.54,0,0
161,5681,2025-09-01 10:59:17,1876.08,electronics,card_present,30.87047,92.03989,30.92768,92.09808,31,10,968.1,0,0
162,4854,2025-09-01 11:01:17,139.42,grocery,atm_withdrawal,20.76236,82.42873,21.0107,82.97228,18,11,889.04,0,0
163,7159,2025-09-01 11:02:32,546.81,gas_station,card_present,15.64444,77.40193,15.32201,77.60789,39,1,1922.97,0,0
164,3790,2025-09-01 11:09:28,333.92,gift_cards,card_present,13.04804,75.72358,13.38557,75.30604,32,27,563.7,0,0
165,2840,2025-09-01 11:11:02,508.17,gas_station,card_present,31.11286,82.08269,31.18482,81.96892,38,39,1151.3,0,0
166,1120,2025-09-01 11:14:54,482.18,grocery,card_present,17.04631,73.08851,16.82041,73.14103,26,17,1369.5,0,0
167,3956,2025-09-01 11:17:13,7248.36,online_retail,online,31.3508,82.28846,34.21199,86.14867,18,13,2370.99,0,0
168,727,2025-09-01 11:19:00,185.98,restaurant,card_present,24.46223,73.34558,24.261,73.76826,41,19,1150.14,0,0
169,1292,2025-09-01 11:19:34,704.18,online_retail,card_present,27.67737,91.81991,27.83087,92.45367,32,1,1574.04,0,0
170,975,2025-09-01 11:20:29,272.72,gas_station,card_present,12.50001,72.00316,12.19936,71.35791,26,1,925.11,0,0
171,359,2025-09-01 11:21:10,92.67,grocery,card_present,25.48522,89.56349,25.47053,89.61525,27,74,271.27,0,0
172,4407,2025-09-01 11:21:15,1504.27,healthcare,card_present,17.07567,91.66958,16.98784,92.1801,31,78,1528.07,0,0
173,1592,2025-09-01 11:26:18,2729.51,utilities,card_present,13.45623,70.90059,13.27438,70.2265,21,12,1045.04,0,0
174,3396,2025-09-01 11:29:27,542.42,entertainment,online,15.59239,74.68555,16.18562,74.71724,45,4,1247.5,1,0
175,3938,2025-09-01 11:32:11,1761.23,online_retail,online,23.55338,76.78329,23.53592,77.161,43,89,1010.61,0,0
176,2815,2025-09-01 11:33:23,1474.92,grocery,card_present,22.00027,77.73665,22.17789,77.7701,38,69,1510.26,0,0
177,3701,2025-09-01 11:35:07,869.52,travel,card_present,21.02237,84.64488,20.73757,84.84591,37,3,261.11,0,0
178,85,2025-09-01 11:36:15,382.05,gas_station,card_present,14.26277,90.09376,13.80277,90.54825,23,8,761.11,0,0
179,1559,2025-09-01 11:37:30,564.45,online_retail,online,13.78437,70.13471,14.2691,70.13754,47,19,967.74,0,0
180,7164,2025-09-01 11:38:26,358.82,entertainment,card_present,10.92116,79.14276,9.18165,81.2108,42,1,831.86,0,0
181,954,2025-09-01 11:38:43,283.82,grocery,online,27.74961,84.3629,27.80995,84.57066,24,1,654.65,0,0
182,1388,2025-09-01 11:39:32,461.13,grocery,card_present,24.32322,77.50039,24.84222,77.37947,24,20,1700.51,0,0
183,4830,2025-09-01 11:39:51,824.48,healthcare,card_present,10.35853,72.37732,10.5541,72.87844,18,55,738.71,0,0
184,4451,2025-09-01 11:42:41,432.25,entertainment,online,18.43282,72.21531,17.9886,72.3678,28,58,1229.21,0,0
185,1572,2025-09-01 11:43:21,478.72,entertainment,card_present,9.0133,70.5648,9.11411,71.07609,35,29,583.05,0,0
186,3634,2025-09-01 11:43:47,335.53,utilities,card_present,15.95452,78.6041,15.81459,77.96536,36,3,847.18,0,0
187,5744,2025-09-01 11:43:50,1369.17,healthcare,card_present,25.69981,81.26515,25.83714,80.89041,45,25,380.79,0,0
188,3084,2025-09-01 11:46:11,1611.01,travel,card_present,21.35741,75.33927,21.04531,76.12647,31,15,466.25,0,0
189,4419,2025-09-01 11:50:38,247.21,grocery,atm_withdrawal,28.15866,78.30995,27.83209,77.9868,42,7,563.73,0,0
190,5769,2025-09-01 11:52:24,1466.45,online_retail,card_present,29.61443,72.61068,29.85661,72.49746,36,29,1357.57,0,0
191,761,2025-09-01 11:53:37,1811.94,entertainment,card_present,26.12616,92.34195,26.15074,92.41212,52,44,1624.35,0,0
192,5623,2025-09-01 11:53:40,401.88,restaurant,card_present,16.95145,74.38726,17.38064,74.68942,45,12,1388.22,0,0
193,4909,2025-09-01 11:59:46,276.13,grocery,card_present,28.43025,84.38006,28.0051,84.64817,31,6,793.91,0,0
194,1411,2025-09-01 12:00:02,266.56,grocery,online,11.43646,80.97211,11.91883,80.40057,32,17,661.29,0,0
195,2480,2025-09-01 12:03:13,441.71,utilities,card_present,22.76482,80.82952,22.71682,80.12413,34,2,390.36,0,0
196,7098,2025-09-01 12:05:07,230.42,grocery,online,28.65791,91.57946,28.88271,91.60149,37,13,640.12,0,0
197,214,2025-09-01 12:05:14,184.92,grocery,card_present,18.27558,88.75951,17.93983,89.0396,32,3,363.91,0,0
198,7855,2025-09-01 12:06:21,120.06,restaurant,online,26.11081,95.30954,25.87101,95.20084,33,27,543.79,0,0
199,210,2025-09-01 12:06:22,407.64,restaurant,card_present,17.85005,94.72784,18.34403,94.7357,33,101,1080.96,0,0
200,6455,2025-09-01 12:06:37,8952.64,healthcare,card_present,11.34552,95.05637,11.94523,94.97841,37,8,2768.14,0,0
201,3356,2025-09-01 12:06:47,1434.4,online_retail,card_present,31.65794,79.63703,31.46119,79.70218,18,13,969.92,0,0
202,7360,2025-09-01 12:09:41,317.84,restaurant,card_present,10.08253,80.641,9.59805,80.89027,46,11,1512.78,0,0
203,1649,2025-09-01 12:10:10,710.45,online_retail,card_present,25.31708,94.93971,25.24658,95.23362,35,19,438.24,0,0
204,467,2025-09-01 12:11:26,661.72,grocery,card_present,30.49456,95.69448,30.92218,95.42954,34,17,691.3,0,0
205,5602,2025-09-01 12:11:41,1041.46,electronics,online,20.40105,70.04308,20.59995,70.23002,54,87,523.9,0,0
206,5922,2025-09-01 12:14:31,190.75,restaurant,card_present,10.012,94.99011,9.68283,94.83167,58,20,471.7,0,0
207,5375,2025-09-01 12:17:24,168.74,grocery,card_present,23.15761,92.51798,22.50895,92.46795,38,25,303.44,0,0
208,7125,2025-09-01 12:18:44,900.9,utilities,card_present,14.73961,80.78306,14.70051,81.01754,37,9,986.27,0,0
209,1344,2025-09-01 12:19:05,1317.64,restaurant,card_present,28.91522,83.04908,29.14875,83.63431,31,3,1506.49,0,0
210,3454,2025-09-01 12:19:25,328.29,restaurant,card_present,31.29978,71.51186,30.91675,72.3283,46,38,539.66,0,0
211,6201,2025-09-01 12:20:14,99.84,restaurant,card_present,10.33583,80.41606,10.22824,80.76361,55,17,307.43,0,0
212,1645,2025-09-01 12:21:07,3188.38,grocery,card_present,23.30837,85.80782,23.87697,86.32284,20,1,4581.68,0,0
213,604,2025-09-01 12:22:36,241.82,gas_station,card_present,16.81968,75.05616,16.59441,74.82763,30,21,635.79,0,0
214,5204,2025-09-01 12:23:23,151.14,gas_station,card_present,26.30111,88.60137,26.07684,88.24421,23,1,1039.67,0,0
215,2765,2025-09-01 12:24:20,290.46,restaurant,card_present,26.95212,74.51385,27.74642,75.14048,31,18,1018.24,0,0
216,5557,2025-09-01 12:24:44,9943.11,travel,online,9.63893,86.99391,9.85021,87.24816,40,45,2059.97,0,0
217,1352,2025-09-01 12:24:45,419.53,gas_station,card_present,22.90774,74.95062,22.73861,75.22069,44,17,1195.35,0,0
218,6350,2025-09-01 12:27:08,756.22,healthcare,card_present,24.85341,82.37616,24.65218,82.84048,38,180,569.7,0,0
219,5429,2025-09-01 12:27:23,295.45,grocery,online,20.77971,88.09385,20.43524,88.45756,50,53,1159.71,0,0
